,id,caption,diseno,ncValue,address,lat,log,value4,nombre_pw,costo,costo1,costo2,costo3,municipio,tragedia,sector,categoria,tamano,date,406_408,day,month,year,municipio_new,icon
8600,107107,Court and baseball park (Calle Esmeralda-Calle 9),Construcción,65,,18.13048,-66.1436,Improved Project - Court and Baseball Park - Street:  Esmeralda - Street # 9 - Sector: Urb. El Torito - Rincón Ward,PA-02-PR-4339-PW-05759,597592,537833,474522,59759,Cayey,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,11/8/20,Proyecto 406,11,8,2020,Cayey,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8602,107107,Cancha Urb. Praderas del Plata,Completado,,,18.138201,-66.149748,Court - Sector: Praderas del Plata - Montellano Ward ,PA-02-PR-4339-PW-07299,52600,47340,47340,5260,Cayey,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,1/9/21,Proyecto 406,1,9,2021,Cayey,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8604,107107,Pasto Viejo Calle Alemani,Construcción,N/A,,18.09302,-66.210679,MCAY026 Bo Pasto Viejo,PA-02-PR-4339-PW-07669,54877,49389,49389,5488,Cayey,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,17/05/2021,Proyecto 406,17,5,2021,Cayey,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8606,107107,Calle San Pedrito,Completado,,,18.15785,-66.08992,Beatriz,PA-02-PR-4339-PW-10135,568328,511495,0,56833,Cayey,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,18/02/2022,Proyecto 406,18,2,2022,Cayey,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8608,107107,Paseo Lineal Rio Bayamon (Rio Bayamon Walking Trail),Construcción,20,"various locations (see table for details), Trujillo Alto, Puerto Rico",18.27039,-65.66878,PR-177 to PR-22 Paseo Lineal Río Bayamón (Bayamón),PA-02-PR-4339-PW-05885,4289407,3860466,0,428941,Bayamón,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,11/12/20,Proyecto 428,11,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8610,107107,Felix Pedraza Sport Complex - BMX,Adquisición de construcción,,"Complejo Deportivo Rafael Morales Felix, Pueblo Ward, Ceiba, Puerto Rico, 00735",18.264799,-65.644783,Alternate Project - MCEI006- Felix Pedraza Sport Complex – BMX,PA-02-PR-4339-PW-02763,540112,486101,42327,54011,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,16/03/2022,Proyecto 428,16,3,2022,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8612,107107,Carretera Bo. Cielito Int. Casi Cielito,Construcción,50,"Carretera Bo Cielito Int. casi Cielito, Ceiba, Puerto Rico, 00735",18.27852,-65.66976,"Roads-Asphalt Repair-Road Cielito,Ward ,Road Cielito Ward Int. Casi Cielito,Road .Urb. Selinas Calle #2,Road Ramal las Quintas(Ceiba)",PA-02-PR-4339-PW-03910,2688802,2419922,221444,268880,Ceiba,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,22/12/2020,Proyecto 428,22,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8614,107107,Carretera Ramal las Quintas,Diseño,10,"Ramal las Quintas Bo. Chupacallos, Ceiba, Puerto Rico, 00735",18.25643,-65.674,"Roads-Asphalt Repair-Road Cielito,Ward ,Road Cielito Ward Int. Casi Cielito,Road .Urb. Selinas Calle #2,Road Ramal las Quintas(Ceiba)",PA-02-PR-4339-PW-03910,2688802,2419922,221444,268880,Ceiba,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,22/12/2020,Proyecto 428,22,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8616,107107,Felix Pedraza Sport Complex Racquetball Court Complejo Deportivo I Street,Construcción,80,"Complejo Deportivo I St., Ceiba, Puerto Rico, 00735",18.26279,-65.64582,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8618,107107,Aguas Claras Baseball Park,Adquisición de construcción,,"PR-3, Bo. Aguas Claras, Ceiba, Puerto Rico, 00735",18.22705,-65.67776,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8620,107107,Aguas Claras Basketball Court,Adquisición de construcción,,"PR-3, Bo. Aguas Claras, Ceiba, Puerto Rico, 00735",18.25307,-65.65326,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8622,107107,Felix Pedraza Sport Complex - Track and Field Athletics - José A. Santos Rodríguez,Construcción,0,"Complejo Deportivo Rafael Morales Felix, Pueblo Ward, Ceiba, Puerto Rico, 00735",18.264799,-65.644783,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8624,107107,Baseball Park Old Sport Complex- Escolástico López,Construcción,0,"PR-978, Ceiba, Puerto Rico, 00735",18.26138,-65.69316,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8626,107107,Villa del Pilar Baseball Park- Concession Stand,Adquisición de construcción,,,18.269352,-65.640551,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8628,107107,Felix Pedraza Sport Complex Recreational Facilities- Restrooms,Construcción,90,,18.261353,-65.645174,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8630,107107,Public Work Department Yard Complejo Deportivo I Street - Equipment,Completado,,,,,"""App Cert"" MCEI008B - Project # 8 - B",PA-02-PR-4339-PW-07418,37983,34185,34185,3798,Ceiba,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,9/12/20,Proyecto 428,9,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8632,107107,Public Work Department Yard Complejo Deportivo I Street-STRUCTURE,Adquisición de construcción,,"Complejo Deportivo I St., Ceiba, Puerto Rico, 00735",18.26256,-65.64425,Public Work Department Yard adjacent to Felix Pedraza Sport Complex  (Ceiba),PA-02-PR-4339-PW-07477,1892308,1703077,67876,189231,Ceiba,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,29/01/2021,Proyecto 428,29,1,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8634,107107,City Hall of Ceiba-STRUCTURE,Adquisición de construcción,,"José T. Quiñones St., Ceiba, Puerto Rico, 00735",18.2641,-65.64799,Public Work Department Yard adjacent to Felix Pedraza Sport Complex  (Ceiba),PA-02-PR-4339-PW-07477,1892308,1703077,67876,189231,Ceiba,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,29/01/2021,Proyecto 428,29,1,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8636,107107,Public Work Department Yard Complejo Deportivo I Street - Administrative Building,Adquisición de construcción,,,18.26256,-65.64425,Public Work Department Yard adjacent to Felix Pedraza Sport Complex  (Ceiba),PA-02-PR-4339-PW-07477,1892308,1703077,67876,189231,Ceiba,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,29/01/2021,Proyecto 428,29,1,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8638,107107,Cemetery and Niches PR-978 Chupacallos Street,Adquisición de construcción,,"PR-978, Ceiba, Puerto Rico, 00735",18.262519,-65.651635,MCEI002 - Project 2,PA-02-PR-4339-PW-05602,682033,613830,153458,68203,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,12/6/20,Proyecto 428,12,6,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8640,107107,Elderly center,Construcción,95,"Calle Complejo Deportivo I, Ceiba, Puerto Rico, 00735",18.26279,-65.64582,MCEI002 - Project 2,PA-02-PR-4339-PW-05602,682033,613830,153458,68203,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,12/6/20,Proyecto 428,12,6,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8642,107107,Machos Beach Villa Pesquera- Pier,Construcción,0,"Machos Beach, ceiba, Puerto Rico, 00735",18.28027,-65.64801,MCEI005 - Project 5,PA-02-PR-4339-PW-06121,250512,225461,23400,25051,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,29/06/2021,Proyecto 428,29,6,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8644,107107,Nito Cortijo Baseball Park Sport Complex,Construcción,5,"Calle Complejo Deportivo II, Pueblo Ward, Ceiba, Puerto Rico, 00735",18.20131,-67.12507,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8646,107107,Carretera Bo. Cielito,Construcción,50,"Bo cielito, ceiba, Puerto Rico, 00735",18.281387,-65.671661,"Roads-Asphalt Repair-Road Cielito,Ward ,Road Cielito Ward Int. Casi Cielito,Road .Urb. Selinas Calle #2,Road Ramal las Quintas(Ceiba)",PA-02-PR-4339-PW-03910,2688802,2419922,221444,268880,Ceiba,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,22/12/2020,Proyecto 428,22,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8648,107107,Carretera Las Quintas de Ceiba,Construcción,0,"Carretera Las Quintas de Ceiba, Chupacallos Ward, Ceiba, Puerto Rico, 00735",18.26108,-65.65572,"Roads-Asphalt Repair-Road Cielito,Ward ,Road Cielito Ward Int. Casi Cielito,Road .Urb. Selinas Calle #2,Road Ramal las Quintas(Ceiba)",PA-02-PR-4339-PW-03910,2688802,2419922,221444,268880,Ceiba,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,22/12/2020,Proyecto 428,22,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8650,107107,Felix Pedraza Sport Complex Tennis Court Complejo Deportivo I Street,Construcción,60,"Complejo Deportivo I St., Ceiba, Puerto Rico, 00735",18.26279,-65.64582,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8652,107107,Quebrada Seca Basketball Court Calle Luna,Adquisición de construcción,,"Carr. PR-974, Ceiba, Puerto Rico, 00735",18.23524,-65.68845,[Recipient] MCEI006 - Project 6,PA-02-PR-4339-PW-06832,4257553,3831798,957950,425755,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2022,Proyecto 428,27,10,2022,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8654,107107,Felix Pedraza Sport Complex Recreational Facilities Carlo Figueroa Street,Construcción,90,"Carlo Figueroa St., Ceiba, Puerto Rico, 00735",18.27355,-65.64143,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8656,107107,Felix Pedraza Sport Complex Bastekball Court Complejo Deportivo I Street,Construcción,95,"Complejo Deportivo I St., Ceiba, Puerto Rico, 00735",18.263651,-65.645169,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8658,107107,Baseball Park Old Sport Complex- Escolástico López Building,Construcción,0,"PR-978. Pueblo Ward, Ceiba, Puerto Rico, 00735",18.26138,-65.69316,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8660,107107,Villas del Pilar Baseball Park,Adquisición de construcción,,"8 Street Int. 4 Street urb. Villa del Pilar, Ceiba, Puerto Rico, 00735",18.268499,-65.644249,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8662,107107,Building 10 - Adolfo Veve Ferrau Library - Biblioteca Municipal-STRUCTURE,Completado,,"José T. Quiñones St., Ceiba, Puerto Rico, 00735",18.2641,-65.64799,"""App Cert"" MCEI008B - Project # 8 - B",PA-02-PR-4339-PW-07418,37983,34185,34185,3798,Ceiba,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,9/12/20,Proyecto 428,9,12,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8664,107107,Tsunami High Tower,Adquisición de construcción,,"Tarawa DR Street, Roosevelt Roads, Ceiba, Puerto Rico, 00735",18.25653,-65.63407,MCEI002 - Project 2,PA-02-PR-4339-PW-05602,682033,613830,153458,68203,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,12/6/20,Proyecto 428,12,6,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8666,107107,Gymnasium- Complejo Deportivo Rafael Morales Félix,Completado,,"Complejo Deportivo Rafael Morales Félix, Ceiba, Puerto Rico, 00735",18.264799,-65.644783,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8668,107107,Felix Pedraza Sport Complex  - Parque Pasivo,Construcción,90,"Complejo Deportivo Rafael Morales Félix, Ceiba, Puerto Rico, 00735",18.264799,-65.644783,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8670,107107,Saco Basketball Court,Construcción,0,"Hwy-975, Ceiba, Puerto Rico, 00735",18.26139,-65.7008,Nito Cortijo Baseball Park Sport Complex (Ceiba),PA-02-PR-4339-PW-06703,4338166,3904349,230247,433817,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,9/10/20,Proyecto 428,9,10,2020,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8672,107107,Felix Pedraza Sport Complex Bastekball Court Complejo Deportivo II Street,Adquisición de construcción,,"Complejo Deportivo II St., Pueblo Ward, Ceiba, Puerto Rico, 00735",18.264799,-65.644783,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8674,107107,Bairoa Street Basketball Court Urb. Prado Hermoso,Construcción,0,"Bairoa St. Urb. Prado Hermoso, Ceiba, Puerto Rico, 00735",18.23292,-65.66706,"Felix Pedraza Sport Complex Bastekball Court, Complejo Deportivo II (Ceiba)",PA-02-PR-4339-PW-07375,3021201,2719081,103116,302120,Ceiba,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,27/10/2021,Proyecto 428,27,10,2021,Ceiba,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8676,107107,Toro Negro Basketball Court,Construcción,N/A,,18.25281,-66.496781,MCIA045 - Toro Negro Basketball Court,PA-02-PR-4339-PW-03148,38507,34656,34656,3851,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,3/6/20,Proyecto 406,3,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8678,107107,Sector La Cuarta Pesas Ward Road ( Site 4),Adquisición de construcción,,,18.306468,-66.499379,MCIA032 - La Cuarta Sector Pesas Ward Roads (Sites 1-4) ,PA-02-PR-4339-PW-03985,120841,108757,108757,12084,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,12/6/20,Proyecto 406,12,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8680,107107,Municipality Recycling Facilities Street Lino Corretjer.,Construcción,N/A,,18.33704,-66.469488,MCIA006 - Municipal Recycling Facilities,PA-02-PR-4339-PW-02402,76649,68984,68984,7665,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,14/06/2021,Proyecto 406,14,6,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8682,107107,Sector La Cuarta Pesas Ward Road ( Site 2),Adquisición de construcción,,,18.305614,-66.493067,MCIA032 - La Cuarta Sector Pesas Ward Roads (Sites 1-4) ,PA-02-PR-4339-PW-03985,120841,108757,108757,12084,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,12/6/20,Proyecto 406,12,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8684,107107,Camino Juan Pino Fronton Ward Road (Site 1),Adquisición de diseño,,"Road 146 KM 13.9 Int. Fronton Ward, Camino Juan Pino, Ciales, Puerto Rico, 00638",18.33901,-66.470863,A&E MCIA062 - Fronton Roads,PA-02-PR-4339-PW-04340,795141,715627,0,79514,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/03/2022,Proyecto 406,17,3,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8686,107107,Camino Juan Pino Fronton Ward LWC Bridge ( Site 3),Adquisición de diseño,,,18.296502,-66.5465,A&E MCIA062 - Fronton Roads,PA-02-PR-4339-PW-04340,795141,715627,0,79514,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/03/2022,Proyecto 406,17,3,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8688,107107,Lineal Walking Trail-Park Area.,Adquisición de construcción,,,18.354017,-66.46828,MCIA023 - Lineal Walking Trail Park & Municipal Stadium,PA-02-PR-4339-PW-06031,115031,103528,103528,11503,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/10/20,Proyecto 406,2,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8690,107107,Municipality Stadium Street La Palma.,Adquisición de construcción,,,18.340602,-66.469447,MCIA023 - Lineal Walking Trail Park & Municipal Stadium,PA-02-PR-4339-PW-06031,115031,103528,103528,11503,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/10/20,Proyecto 406,2,10,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8692,107107,Villalobos Basketball Court,Construcción,N/A,,18.312155,-66.518921,"MCIA008 - Basketball Courts (Tortuguero, Pesas & Villalobos)",PA-02-PR-4339-PW-09323,31538,28384,28384,3154,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,1/9/21,Proyecto 406,1,9,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8694,107107,OMME Office Building.,Adquisición de construcción,,,18.336993,-66.469312,MCIA040 - Emergency Management Facilities,PA-02-PR-4339-PW-09582,22472,20225,20225,2247,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,28/10/2021,Proyecto 428,28,10,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8696,107107,Basketball Court Las Casitas.,Construcción,N/A,,18.319168,-66.470909,MCIA097 - Las Casitas Basketball Court,PA-02-PR-4339-PW-05098,32046,28841,28841,3205,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,5/6/20,Proyecto 406,5,6,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8698,107107,Municipality Library Street Cabalines,Construcción,N/A,,18.337902,-66.46841,MCIA076 - Municipal Library,PA-02-PR-4339-PW-05127,114443,102999,102999,11444,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,7/8/20,Proyecto 406,7,8,2020,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8700,107107,Basketball Court Cordillera,Adquisición de diseño,,,18.317604,-66.498037,MCIA093 - Cordillera Basketball Court,PA-02-PR-4339-PW-09716,513915,462524,0,51391,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,8/3/22,Proyecto 406,8,3,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8702,107107,Sector La Linea Jaguas Ward Road (Site 2),Adquisición de diseño,,,18.298986,-66.465928,A&E MCIA021 - La Linea Sector Jaguas Ward Roads (Site 1-3 & 6-8) ,PA-02-PR-4339-PW-10181,185494,166945,0,18549,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/01/2022,Proyecto 406,24,1,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8704,107107,Sector La Linea Jaguas Ward Road (Site 3),Adquisición de diseño,,,18.298369,-66.465928,A&E MCIA021 - La Linea Sector Jaguas Ward Roads (Site 1-3 & 6-8) ,PA-02-PR-4339-PW-10181,185494,166945,0,18549,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/01/2022,Proyecto 406,24,1,2022,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
8706,107107,Baseball Park Pozas.,Adquisición de construcción,,,18.273504,-66.486162,APP CERT MCIA015 - Pozas Baseball Park,PA-02-PR-4339-PW-07569,59662,53696,53696,5966,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,28/04/2021,Proyecto 406,28,4,2021,Ciales,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
