,id,caption,diseno,ncValue,address,lat,log,value4,nombre_pw,costo,costo1,costo2,costo3,municipio,tragedia,sector,categoria,tamano,date,406_408,day,month,year,municipio_new,icon
12958,107107,Road Cacao Alto Ward William Gonzalez Sector,Construcción,N/A,"Bo. Cacao Alto near William Gonzalez, Patillas, Puerto Rico, 00723",18.004281,-66.010063,MPAT013 - Road William Gonzalez and Culvert Cozon Sector,PA-02-PR-4339-PW-03891,80370,72333,44228,8037,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,1/4/22,Proyecto 428,1,4,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12960,107107,Bridge Bajo Los Sanchez,Diseño,100,"Bo. Cacao Bajo Los Sanchez, Patillas, Puerto Rico, 00723",18.002702,-66.036537,(Cost purpose only) MPAT095 Culvert Los Sanchez Cacao Bajo,PA-02-PR-4339-PW-04249,310341,279307,12420,31034,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,13/10/2022,Proyecto 428,13,10,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12962,107107,Road Sector Las Sofias,Construcción,55,"Bo. Mulas, Sector Las Sofias, Patillas, Puerto Rico, 00723",18.05289,-66.03649,"Road-Asphalt Repair-PR-754, Int La Mula Ward La Sofia Sector Street B(Hatillo)",PA-02-PR-4339-PW-04463,2532614,2279352,841552,253262,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,3/10/22,Proyecto 428,3,10,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12964,107107,Park Bo. Mulas,Construcción,N/A,"Bo. Mula PR 184 Km 0.6 Interior, Patillas, Puerto Rico, 00723",18.048307,-66.037,MPAT030 - Park Bo. Mulas,PA-02-PR-4339-PW-04717,55631,50068,50068,5563,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,15/05/2020,Proyecto 428,15,5,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12966,107107,Basketball Court & Park Bo. Guardaraya,Construcción,40,"Bo. Guardaraya Carr. 3, Patillas, Puerto Rico, 00723",17.97857,-65.99155,MPAT033 - Basketball Court & Park Bo. Guardaraya,PA-02-PR-4339-PW-04744,678150,610335,152584,67815,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,15/04/2020,Proyecto 428,15,4,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12968,107107,Elderly Center of Oben,Adquisición de construcción,,"Bo. Cacao Bajo Sector Oben Carr. 3 (Patillas a Arroyo), Patillas, Puerto Rico, 00723",17.99361,-66.025511,A&E - MPAT009 The Elderly Center of Oben,PA-02-PR-4339-PW-04805,730000,657000,19369,73000,Patillas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,6/6/22,Proyecto 428,6,6,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12970,107107,Basketball Court Bo. Cacao Alto,Construcción,50,"Bo. Cacao Alto 184 Int. PR 799 Nexto to the Head Start, Patillas, Puerto Rico, 00723",18.016658,-66.028341,Recipient / Fund Sharing - MPAT020 - Basketball Court Cacao Alto,PA-02-PR-4339-PW-05377,816276,734648,94090,81628,Patillas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,21/11/2022,Proyecto 428,21,11,2022,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12972,107107,La Vista Park Canteen,Construcción,N/A,"Urb La Vista, San Juan, Puerto Rico, 00924",18.390841,-66.005477,"MSJM079 Hill Mansion Basketball Court, La Vista Sports facility and Jardines R Oeste Landscape Garden",PA-02-PR-4339-PW-07453,110841,99757,99757,11084,San Juan,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,10/12/20,Proyecto 406,10,12,2020,Patillas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12974,107107,Encarnación Pier,Adquisición de construcción,,"Encarnación Ward, Peñuelas, Puerto Rico, 00624",,,A&E Encarnación Pier ,PA-02-PR-4339-PW-07120,13666,12299,12299,1367,Peñuelas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/11/20,Proyecto 406,2,11,2020,Pe√±uelas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12976,107107,Miryam Betty Segarra Court and Municipal Gym,Adquisición de diseño,,"Quebrada Ceiba Ward, Peñuelas, Puerto Rico, 00624",18.051216,-66.719362,MPEN205 - Myriam Betty Segarra Municipal Gym & Court Building,PA-02-PR-4339-PW-02496,618659,556793,0,61866,Peñuelas,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,5/6/20,Proyecto 428,5,6,2020,Peñuelas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12978,107107,Complejo Luis Muños Marin  (Tarima and Pista Atletica),Adquisición de diseño,,,18.04565,-66.720818,Complejo Luis Muños Marin  (Tarima and Pista Atletica),PA-02-PR-4473-PW-00470,3780809,3402728,0,378081,Peñuelas,Terremoto (4473),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,15/02/2023,,15,2,2023,Peñuelas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12980,107107,Luis Tite Arroyo Baseball Park,Adquisición de construcción,,"Quebrada Ceiba Ward, Peñuelas, Puerto Rico, 00624",18.051726,-66.718994,"A&E MPEN277 - Luis ""Tite"" Arroyo Baseball Park",PA-02-PR-4339-PW-05360,90154,81139,81139,9015,Peñuelas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,12/2/21,Proyecto 406,12,2,2021,Peñuelas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12982,107107,Road on Cacao Alto Ward Geña Soto Sector,Construcción,50,"Bo. Cacao Alto Path Gena Soto, Patillas, Puerto Rico, 00723",18.08839,-66.70766,Road-Asphalt Repair-Bo Cacao Alto Path Gena Soto(Patillas),PA-02-PR-4339-PW-04198,1093731,984358,282868,109373,Patillas,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,15/05/2020,Proyecto 428,15,5,2020,Peñuelas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12984,107107,Luis Tite Arroyo Baseball Park - Building,Adquisición de construcción,,"Quebrada Ceiba Ward, Peñuelas, Puerto Rico, 00624",18.051726,-66.718994,"A&E MPEN277 - Luis ""Tite"" Arroyo Baseball Park",PA-02-PR-4339-PW-05360,90154,81139,81139,9015,Peñuelas,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,12/2/21,Proyecto 406,12,2,2021,Peñuelas,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12986,107107,A&E Services Related to the Restoration of Eighteen (18) Ponce Municipal Facilities,Diseño,50,"Ave. Rafael Cordero Santiago, Ponce, Puerto Rico, 00716",18.01116,-66.63736,A&E Services Related to the Restoration of Eighteen (18) (Ponce),PA-02-PR-4339-PW-00927,3981216,3583094,1585076,398122,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,8/2/19,Proyecto 406,8,2,2019,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12988,107107,Valle Alto Baseball Park,Adquisición de construcción,,"Urb. Valle Alto, Ponce, Puerto Rico, 00731",18.044103,-66.581068,MPON835- Valle Alto Baseball Park ,PA-02-PR-4339-PW-01560,58050,52245,52245,5805,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,6/3/20,Proyecto 406,6,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12990,107107,Startlight Recreational Area,Adquisición de construcción,,"Urb. Startlight, Ponce, Puerto Rico, 00731",18.00036,-66.61001,"82795 - MPON831-Starlight (Recreational Area, Basketball Court and Communal Center)",PA-02-PR-4339-PW-01678,65141,58627,58627,6514,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,24/02/2020,Proyecto 406,24,2,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12992,107107,Startlight Communal Center,Adquisición de construcción,,"Bo. San Antón, Ponce, Puerto Rico, 00731",18.000641,-66.610156,"82795 - MPON831-Starlight (Recreational Area, Basketball Court and Communal Center)",PA-02-PR-4339-PW-01678,65141,58627,58627,6514,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,24/02/2020,Proyecto 406,24,2,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12994,107107,Ex-Gobernador RHC Office Building,Adquisición de construcción,,"Calle Mayor, Ponce, Puerto Rico, 00730",18.01356,-66.61123,MPON805- Ex-Gobernador RHC Office Building,PA-02-PR-4339-PW-02333,63904,57514,57514,6390,Ponce,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,13/03/2020,Proyecto 406,13,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12996,107107,Guillermo Jackson Library,Completado,,"Guillermo Jackson Library, Ponce, Puerto Rico, 00730",18.01329,-66.62299,MPON776 - Guillermo Jackson Library,PA-02-PR-4339-PW-02713,15288,13759,13759,1529,Ponce,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,5/3/20,Proyecto 406,5,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
12998,107107,Tiburones Roofed Basketball Court,Construcción,N/A,"PR-581, Ponce, Puerto Rico, 00715",17.98529,-66.54078,"MPON724 - Tiburones (Roofed Basketball Court, Baseball Park)",PA-02-PR-4339-PW-03537,47779,43001,43001,4778,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,2/4/20,Proyecto 406,2,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13000,107107,Los Crotos Road,Completado,,"PR-505 KM 4.1, Ponce, Puerto Rico, 00731",18.064627,-66.60729,MPON641 - Los Crotos Road,PA-02-PR-4339-PW-03736,90717,81645,81645,9072,Ponce,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,5/3/20,Proyecto 406,5,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13002,107107,La Yuca Communal Center,Completado,,"Bo. La Yuca, Ponce, Puerto Rico, 00731",18.072779,-66.609741,"MPON717 - La Yuca Ward Recreational Facilities (Basketball Court, Baseball Park, Community Center)",PA-02-PR-4339-PW-03875,97571,87814,87814,9757,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,13/03/2020,Proyecto 406,13,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13004,107107,Las Monjitas Communal Center,Construcción,95,"Calle Capellán, Ponce, Puerto Rico, 00731",18.03818,-66.58823,MPON762 - Las Monjitas Basektball Court and Community Center,PA-02-PR-4339-PW-03996,300249,270224,0,30025,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,30/06/2022,Proyecto 428,30,6,2022,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13006,107107,Villa Paraíso Ward Road,Construcción,N/A,"Villa Paraíso Ward, Ponce, Puerto Rico, 00730",18.035569,-66.666299,MPON615 - Villa Paraiso Ward Road,PA-02-PR-4339-PW-04134,57043,51339,51339,5704,Ponce,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,13/03/2020,Proyecto 406,13,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13008,107107,Paseo del Rio Road,Adquisición de construcción,,"PR-505, Ponce, Puerto Rico, 00731",18.095718,-66.616412,MPON663 - Paseo del Rio Road,PA-02-PR-4339-PW-04166,981192,883073,0,98119,Ponce,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,29/04/2020,Proyecto 406,29,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13010,107107,Portugués Basketball Court,Construcción,N/A,"Bo. Portugués, Ponce, Puerto Rico, 00731",18.03995,-66.614444,MPON480- Portugués Recreational Area (Basketball Court and Baseball Park),PA-02-PR-4339-PW-04224,27967,25170,25170,2797,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,27/03/2020,Proyecto 406,27,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13012,107107,Portugués Baseball Park,Construcción,N/A,"PR-503, Ponce, Puerto Rico, 00731",18.039631,-66.613747,MPON480- Portugués Recreational Area (Basketball Court and Baseball Park),PA-02-PR-4339-PW-04224,27967,25170,25170,2797,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,27/03/2020,Proyecto 406,27,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13014,107107,La Vega Road,Completado,,"PR-505 Km 13.4, Ponce, Puerto Rico, 00731",18.114167,-66.613487,MPON650 - La Estancita and La Vega Roads,PA-02-PR-4339-PW-04238,17782,16004,16004,1778,Ponce,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,27/03/2020,Proyecto 406,27,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13016,107107,Los Robles Road B,Adquisición de construcción,,"Ponce, Puerto Rico",18.11136,-66.66255,MPON637 - Los Robles Roads,PA-02-PR-4339-PW-04302,330393,297354,0,33039,Ponce,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,3/4/20,Proyecto 406,3,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13018,107107,Constancia Recreational Area / Playground,Construcción,90,"Urb. Constancia, Ponce, Puerto Rico, 00731",18.00354,-66.59946,MPON831 - Constancia Ward Recreational Facilities,PA-02-PR-4339-PW-04318,125521,112969,0,12552,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,10/4/20,Proyecto 428,10,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13020,107107,Constancia Gardens (2ea.) Basketball Courts,Construcción,90,"Bo. San Antón, Ponce, Puerto Rico, 00731",18.003275,-66.599375,MPON831 - Constancia Ward Recreational Facilities,PA-02-PR-4339-PW-04318,125521,112969,0,12552,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,10/4/20,Proyecto 428,10,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13022,107107,Pastillo Canas Roofed Basketball Court,Adquisición de construcción,,"PR-502, Ponce, Puerto Rico, 00731",18.03604,-66.66281,"MPON739 - Pastillo Canas (Baseball Park, Basketball Court & Community Center)",PA-02-PR-4339-PW-04373,104262,93836,93836,10426,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,30/03/2020,Proyecto 406,30,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13024,107107,Pastillo Canas Community Center,Adquisición de construcción,,,18.03632,-66.66196,"MPON739 - Pastillo Canas (Baseball Park, Basketball Court & Community Center)",PA-02-PR-4339-PW-04373,104262,93836,93836,10426,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,30/03/2020,Proyecto 406,30,3,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13026,107107,Juan Morel Campos  Softball Park,Adquisición de construcción,,"Bo. Canas, Ponce, Puerto Rico, 00730",18.012037,-66.63315,MPON721 - Morel Campos Basketball Court & Baseball Park and Canas Basketball Court ,PA-02-PR-4339-PW-04385,518760,466884,0,51876,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,11/5/20,Proyecto 406,11,5,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13028,107107,Tres Palos Road,Completado,,"PR-139, Ponce, Puerto Rico, 00782",18.14337,-66.62819,MPON654 - La Gloria Road & Tres Palos Road,PA-02-PR-4339-PW-04444,26650,23985,23985,2665,Ponce,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,10/4/20,Proyecto 406,10,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13030,107107,Cantera Municipal Police Post Facility,Completado,,"Sector Cantera, Ponce, Puerto Rico, 00730",18.02374,-66.61258,MPON797 - Cantera Municipal Police Post Facility,PA-02-PR-4339-PW-04481,16839,15155,15155,1684,Ponce,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,9/4/20,Proyecto 428,9,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13032,107107,La Guadalupe Ward Park,Adquisición de construcción,,"Urb. La Guadalupe, Ponce, Puerto Rico, 00730",18.02468,-66.60669,"MPON484- La Guadalupe Recreational (Basketball, Park)",PA-02-PR-4339-PW-04522,57309,51578,51578,5731,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,7/4/20,Proyecto 406,7,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13034,107107,Pedro Albizu Campos Passive Park,Construcción,N/A,"Bo. Tenerias, Ponce, Puerto Rico, 00731",18.010068,-66.594087,MPON844 - Pedro Albizu Campos Passive Park,PA-02-PR-4339-PW-04782,37927,34134,34134,3793,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,15/04/2020,Proyecto 406,15,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
13036,107107,Coto Laurel Library,Adquisición de construcción,,"Coto Laurel, Ponce, Puerto Rico, 00780",18.049477,-66.547775,"MPON450- Coto Laurel Baseball Park, Basketball Court, Cemetery and Library",PA-02-PR-4339-PW-04808,88937,80043,80043,8894,Ponce,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,13/04/2020,Proyecto 406,13,4,2020,Ponce,https://res.cloudinary.com/javier-jaramillo/image/upload/v1679067694/media/icon__0011_Municipio_rfdbpg.png
